user_id,role,access_time,patients_accessed,session_duration,label
135,doctor,09:56,5,354,0
39,admin,11:11,3,161,0
152,doctor,16:26,5,387,0
177,doctor,18:15,5,63,0
129,nurse,15:48,4,123,0
31,doctor,16:48,4,100,0
229,nurse,06:47,3,253,0
186,nurse,08:36,6,462,0
246,nurse,17:31,6,480,0
98,nurse,13:37,4,111,0
237,nurse,16:59,8,327,0
79,nurse,10:47,8,304,0
163,admin,14:55,2,249,0
89,doctor,09:37,2,171,0
77,doctor,11:21,2,71,0
282,nurse,14:14,5,339,0
223,nurse,11:31,2,270,0
166,admin,15:38,14,1279,1
111,doctor,13:31,1,217,0
160,nurse,19:39,3,396,0
192,doctor,19:44,2,249,0
10,nurse,20:23,8,216,0
120,doctor,12:40,4,203,0
170,nurse,12:57,4,584,0
118,doctor,18:37,5,181,0
289,nurse,21:56,2,250,0
76,nurse,16:05,20,2595,1
137,nurse,08:28,8,488,0
74,doctor,12:54,1,302,0
168,doctor,12:52,5,307,0
164,nurse,21:20,10,192,0
62,nurse,15:46,2,466,0
259,nurse,15:15,8,306,0
153,nurse,14:13,4,241,0
216,doctor,08:23,4,135,0
81,doctor,16:28,3,115,0
102,admin,17:29,3,128,0
9,nurse,09:03,7,372,0
193,nurse,06:40,8,420,0
18,doctor,17:18,3,349,0
262,nurse,23:45,4,344,1
78,doctor,04:10,6,180,1
183,doctor,12:05,4,235,0
280,nurse,07:33,8,418,0
281,nurse,08:52,5,319,0
134,doctor,10:15,1,390,0
116,nurse,07:02,26,876,1
71,admin,16:20,3,243,0
10,nurse,22:48,6,342,0
213,doctor,15:04,1,162,0
299,nurse,21:00,7,449,0
261,doctor,09:25,2,137,0
145,nurse,14:35,7,351,0
132,doctor,12:12,3,193,0
232,doctor,07:28,5,393,0
105,nurse,11:07,2,288,0
106,nurse,12:48,6,516,0
156,nurse,17:29,2,421,0
130,nurse,12:32,2,248,0
171,doctor,10:31,6,258,0
201,nurse,11:58,9,335,0
128,nurse,08:39,3,542,0
26,doctor,02:59,1,215,1
82,doctor,08:03,3,170,0
191,nurse,08:17,8,424,0
62,doctor,11:09,3,293,0
105,admin,09:58,1,288,0
121,doctor,14:55,5,415,0
289,nurse,21:04,4,200,0
16,doctor,07:31,4,298,0
296,doctor,07:42,1,203,0
104,nurse,14:01,6,583,0
230,nurse,06:41,2,537,0
287,nurse,21:50,5,456,0
187,nurse,04:23,9,510,1
191,nurse,10:20,7,298,0
240,doctor,12:49,3,135,0
254,nurse,19:23,8,134,0
171,nurse,17:41,9,320,0
85,nurse,07:21,10,560,0
175,nurse,11:54,4,590,0
203,nurse,08:52,8,540,0
22,doctor,15:06,5,62,0
85,doctor,18:14,6,231,0
192,nurse,18:33,8,202,0
55,nurse,13:40,9,169,0
97,nurse,06:57,10,499,0
37,doctor,18:19,2,267,0
50,doctor,10:01,1,75,0
37,doctor,08:16,4,120,0
207,doctor,07:44,5,213,0
156,doctor,13:39,5,304,0
252,nurse,07:31,7,269,0
197,doctor,19:34,1,276,0
180,nurse,21:01,8,109,0
45,admin,15:16,1,87,0
49,doctor,14:24,6,232,0
18,doctor,12:19,5,420,0
211,nurse,09:00,4,393,0
260,nurse,20:04,10,182,0
199,nurse,07:16,3,447,0
232,nurse,15:54,4,110,0
57,doctor,17:09,1,161,0
199,nurse,11:49,8,112,0
299,doctor,14:14,6,287,0
60,nurse,09:10,4,157,0
289,nurse,06:28,9,277,0
269,nurse,17:40,10,144,0
224,doctor,18:27,7,966,1
184,doctor,14:25,5,184,0
62,admin,08:10,1,140,0
280,nurse,17:35,6,334,0
95,doctor,16:26,1,346,0
154,doctor,09:47,6,260,0
7,doctor,04:42,3,359,1
71,nurse,16:58,5,530,0
244,nurse,21:30,5,140,0
278,doctor,19:04,2,401,0
35,doctor,14:32,1,349,0
212,doctor,17:23,2,194,0
22,doctor,12:49,4,74,0
192,doctor,13:28,5,175,0
261,nurse,19:41,4,213,0
39,nurse,19:38,2,303,0
75,doctor,07:23,13,2310,1
175,doctor,11:53,5,369,0
241,doctor,15:31,4,412,0
294,nurse,10:30,7,136,0
273,nurse,22:39,3,218,0
148,nurse,22:14,7,564,0
290,admin,11:22,3,143,0
211,nurse,14:16,8,432,0
72,nurse,15:12,7,454,0
237,nurse,22:11,3,460,0
127,nurse,12:38,7,183,0
192,nurse,13:25,9,457,0
276,doctor,12:09,3,370,0
193,doctor,15:25,1,94,0
254,doctor,14:59,5,358,0
216,nurse,12:17,2,592,0
56,doctor,14:27,4,220,0
186,doctor,19:51,1,81,0
281,nurse,14:08,3,563,0
21,nurse,07:00,3,262,0
146,admin,14:15,2,157,0
137,nurse,17:53,5,167,0
113,doctor,09:51,4,164,0
83,nurse,04:47,6,504,1
209,nurse,01:29,4,546,1
55,doctor,07:15,6,217,0
198,doctor,14:13,2,111,0
228,nurse,20:09,8,525,0
278,nurse,14:13,9,313,0
165,nurse,06:31,10,405,0
106,doctor,12:09,6,99,0
194,nurse,11:50,8,196,0
141,doctor,10:45,3,178,0
13,doctor,17:59,5,184,0
12,nurse,17:23,36,441,1
218,nurse,08:27,6,268,0
134,doctor,14:10,2,172,0
272,nurse,12:54,2,591,0
118,doctor,23:58,2,107,1
129,nurse,08:33,6,321,0
224,doctor,11:55,2,177,0
35,doctor,10:55,1,377,0
91,doctor,11:35,4,276,0
101,nurse,08:04,3,227,0
64,nurse,20:35,7,460,0
96,doctor,10:50,1,226,0
263,nurse,06:32,10,548,0
25,doctor,14:09,2,183,0
294,nurse,14:29,5,322,0
128,doctor,09:40,5,81,0
1,doctor,11:29,5,310,0
278,nurse,18:56,10,328,0
182,admin,17:36,4,173,0
258,nurse,21:08,2,195,0
153,doctor,08:38,4,255,0
162,doctor,14:12,1,170,0
76,doctor,14:55,5,131,0
126,nurse,10:01,5,552,0
239,doctor,18:29,3,164,0
27,nurse,13:09,3,241,0
198,doctor,17:55,4,99,0
263,nurse,21:02,9,124,0
260,doctor,09:00,1,134,0
31,nurse,06:32,5,412,0
207,nurse,20:22,32,983,1
300,doctor,08:56,4,309,0
281,doctor,18:47,5,319,0
194,doctor,12:42,6,285,0
74,nurse,10:48,5,137,0
113,nurse,07:02,6,96,0
292,admin,11:26,2,263,0
108,nurse,06:04,4,529,0
34,doctor,10:29,2,404,0
236,nurse,17:54,42,928,1
170,nurse,16:33,4,431,0
267,nurse,14:51,5,205,0
140,nurse,16:32,6,345,0
27,admin,17:19,3,99,0
113,nurse,13:29,4,564,0
186,doctor,13:47,4,274,0
125,nurse,11:39,9,575,0
161,admin,03:25,4,123,1
171,doctor,12:07,3,180,0
203,nurse,12:25,8,524,0
85,doctor,12:10,5,227,0
52,nurse,08:05,2,166,0
48,nurse,10:03,2,331,0
188,doctor,17:43,6,242,0
85,nurse,16:06,14,1593,1
1,doctor,01:57,4,311,1
270,doctor,08:53,5,205,0
134,doctor,09:41,6,323,0
146,doctor,07:25,3,400,0
232,doctor,12:32,3,210,0
215,nurse,13:50,6,431,0
77,doctor,18:09,1,100,0
76,doctor,08:28,2,136,0
171,nurse,16:37,5,457,0
283,nurse,15:59,5,548,0
81,nurse,12:22,16,500,1
130,doctor,13:11,4,297,0
166,nurse,20:08,7,471,0
162,admin,17:55,2,48,0
129,nurse,19:05,9,538,0
72,admin,11:32,4,187,0
214,admin,08:49,1,229,0
191,nurse,16:00,3,337,0
104,nurse,12:09,7,438,0
259,nurse,14:33,8,545,0
101,nurse,19:49,2,322,0
149,admin,16:48,4,67,0
33,doctor,13:59,41,1571,1
115,doctor,14:16,3,393,0
297,nurse,14:25,6,92,0
231,nurse,03:00,8,114,1
141,admin,16:52,4,53,0
157,nurse,07:31,5,363,0
60,nurse,13:59,8,377,0
103,nurse,06:43,8,130,0
246,doctor,07:06,2,192,0
132,doctor,13:10,4,164,0
148,nurse,15:34,10,417,0
63,doctor,07:15,1,198,0
232,admin,13:07,4,107,0
43,nurse,17:50,3,270,0
280,doctor,11:46,1,377,0
45,nurse,08:10,4,265,0
274,doctor,10:30,6,239,0
222,doctor,08:51,5,266,0
248,doctor,19:37,6,417,0
117,doctor,17:59,4,345,0
189,nurse,12:57,2,108,0
182,nurse,23:59,7,422,1
4,doctor,12:55,4,103,0
267,doctor,19:07,9,2639,1
175,nurse,09:39,2,492,0
160,nurse,19:18,2,529,0
71,doctor,18:16,4,138,0
39,doctor,15:23,1,315,0
12,doctor,07:18,3,154,0
269,nurse,09:23,3,138,0
163,admin,09:11,2,85,0
282,doctor,19:34,1,341,0
280,admin,12:58,3,96,0
21,nurse,15:58,8,137,0
27,nurse,10:04,3,575,0
245,admin,03:51,3,252,1
288,nurse,13:05,7,176,0
54,doctor,17:51,1,300,0
87,doctor,18:52,6,320,0
268,doctor,11:36,6,156,0
221,nurse,12:39,8,188,0
70,nurse,18:37,8,556,0
64,nurse,19:16,9,90,0
98,admin,12:44,2,139,0
128,nurse,10:45,2,208,0
37,admin,18:25,2,156,0
2,doctor,17:13,6,116,0
55,nurse,12:28,21,701,1
189,nurse,16:26,8,427,0
104,nurse,10:13,8,270,0
125,doctor,14:31,3,283,0
238,doctor,00:50,1,294,1
57,nurse,15:09,6,233,0
243,doctor,19:48,5,93,0
115,nurse,20:12,6,519,0
83,nurse,21:14,9,553,0
249,doctor,13:14,5,320,0
138,nurse,17:33,6,443,0
265,doctor,19:19,6,266,0
55,doctor,10:57,3,189,0
285,nurse,22:58,4,411,0
77,nurse,06:20,10,304,0
100,nurse,00:46,6,459,1
140,nurse,12:40,8,432,0
289,nurse,17:06,8,331,0
167,nurse,07:54,7,272,0
171,nurse,21:14,8,580,0
53,nurse,10:14,8,533,0
274,doctor,18:04,1,408,0
70,admin,11:47,2,156,0
6,doctor,13:07,13,3333,1
108,nurse,08:21,5,403,0
275,doctor,18:40,2,82,0
86,nurse,06:59,9,508,0
170,admin,09:05,2,187,0
183,doctor,19:28,5,416,0
293,doctor,07:42,3,158,0
24,doctor,18:11,2,167,0
32,doctor,17:28,2,376,0
105,doctor,12:40,3,411,0
82,doctor,14:24,1,147,0
216,doctor,08:05,2,168,0
223,doctor,10:44,2,196,0
272,nurse,16:56,9,170,0
291,nurse,12:28,8,178,0
143,nurse,16:16,5,564,0
11,nurse,12:25,6,282,0
47,nurse,09:50,4,551,0
274,doctor,08:35,4,262,0
70,admin,08:33,2,163,0
26,nurse,22:54,10,542,0
43,doctor,12:33,5,107,0
70,doctor,09:02,4,311,0
113,nurse,08:33,4,409,0
280,doctor,08:47,3,295,0
173,doctor,07:02,1,73,0
16,nurse,08:20,4,477,0
42,nurse,08:44,5,336,0
276,admin,13:03,5,1313,1
59,admin,16:41,3,194,0
76,doctor,17:36,20,1876,1
40,nurse,10:11,6,346,0
195,nurse,07:32,39,1357,1
2,doctor,17:16,2,253,0
186,doctor,18:33,3,331,0
63,doctor,10:26,2,197,0
190,nurse,07:23,6,510,0
22,doctor,15:45,1,380,0
124,nurse,19:38,10,325,0
9,nurse,22:11,4,123,0
63,doctor,13:16,5,123,0
3,nurse,14:40,6,582,0
243,nurse,21:56,5,354,0
97,doctor,15:41,1,264,0
34,doctor,09:44,4,376,0
268,nurse,15:26,6,171,0
67,doctor,12:46,6,330,0
129,doctor,08:29,1,259,0
200,doctor,09:22,3,208,0
207,nurse,23:43,7,264,1
99,nurse,06:42,3,330,0
144,doctor,11:32,5,331,0
116,nurse,09:23,5,374,0
142,nurse,16:46,4,328,0
175,nurse,07:18,2,598,0
111,nurse,12:48,7,189,0
162,nurse,09:25,5,503,0
49,doctor,18:38,4,329,0
64,nurse,07:38,5,213,0
102,nurse,21:13,4,297,0
21,nurse,19:54,2,460,0
259,doctor,19:20,36,595,1
209,nurse,22:57,2,95,0
14,admin,08:37,1,216,0
66,nurse,22:59,2,215,0
255,nurse,14:46,6,511,0
213,admin,08:56,2,245,0
69,doctor,07:04,3,369,0
270,doctor,17:49,5,206,0
119,doctor,13:33,4,235,0
209,nurse,12:10,4,572,0
76,doctor,08:15,4,200,0
48,doctor,11:59,1,416,0
67,nurse,22:34,8,571,0
11,nurse,16:15,9,569,0
24,doctor,15:44,1,119,0
10,nurse,07:12,2,356,0
204,nurse,08:52,2,287,0
165,doctor,18:13,1,149,0
175,nurse,17:03,8,350,0
56,nurse,21:40,9,307,0
74,nurse,12:33,6,238,0
124,nurse,06:50,45,1316,1
122,nurse,21:55,10,467,0
24,nurse,12:14,7,404,0
190,nurse,06:38,15,1439,1
34,doctor,19:18,3,353,0
232,doctor,16:51,22,1225,1
216,nurse,18:55,6,515,0
234,nurse,08:56,10,241,0
297,doctor,13:40,5,187,0
151,doctor,07:49,5,218,0
100,nurse,11:56,5,145,0
115,doctor,11:49,2,280,0
29,doctor,13:39,6,71,0
204,admin,18:07,4,258,0
227,admin,23:13,3,161,1
186,nurse,13:57,10,160,0
9,nurse,15:52,2,549,0
61,doctor,09:57,6,349,0
282,nurse,10:25,7,368,0
137,nurse,08:50,10,285,0
38,nurse,12:00,10,336,0
75,nurse,04:20,7,592,1
99,admin,12:25,2,168,0
261,nurse,14:40,2,527,0
245,doctor,19:14,1,63,0
201,nurse,18:04,2,149,0
258,nurse,12:04,3,432,0
14,doctor,07:04,4,330,0
42,doctor,11:40,5,97,0
233,nurse,19:49,4,531,0
299,nurse,20:41,8,411,0
113,doctor,17:17,3,68,0
145,nurse,18:10,2,455,0
207,admin,14:42,2,115,0
48,doctor,18:55,4,380,0
25,nurse,11:36,3,483,0
269,nurse,14:04,11,1512,1
68,doctor,12:22,6,147,0
206,doctor,08:29,5,100,0
85,nurse,09:05,4,90,0
217,doctor,10:52,5,402,0
280,doctor,16:22,4,122,0
280,doctor,11:19,3,363,0
297,doctor,12:03,2,262,0
49,doctor,11:18,15,884,1
53,nurse,18:30,10,145,0
256,admin,18:32,2,140,0
48,doctor,14:57,5,334,0
100,nurse,14:33,8,177,0
252,nurse,20:14,8,533,0
277,nurse,13:56,3,524,0
164,nurse,19:01,7,207,0
12,nurse,21:50,10,458,0
61,nurse,20:30,2,296,0
208,nurse,22:49,4,530,0
2,nurse,18:34,4,133,0
115,nurse,17:20,4,134,0
188,admin,08:49,3,274,0
208,admin,17:09,1,134,0
168,doctor,16:25,4,364,0
274,admin,18:17,2,265,0
280,nurse,06:10,4,546,0
18,admin,17:44,2,266,0
129,admin,16:18,2,197,0
263,nurse,08:41,3,235,0
260,doctor,14:51,1,415,0
92,nurse,04:25,9,289,1
96,nurse,06:59,9,230,0
33,doctor,17:42,19,2727,1
278,nurse,10:54,8,348,0
67,nurse,16:33,5,342,0
273,admin,18:33,8,1216,1
122,nurse,17:03,6,542,0
185,doctor,19:24,4,377,0
20,doctor,07:43,1,145,0
176,doctor,12:17,3,153,0
202,admin,11:08,3,195,0
69,doctor,17:34,6,354,0
114,nurse,12:34,3,264,0
168,doctor,09:34,3,307,0
200,doctor,09:36,2,266,0
114,admin,13:33,3,97,0
259,doctor,08:35,6,260,0
251,doctor,11:24,15,764,1
148,nurse,14:14,2,189,0
263,doctor,16:04,1,306,0
102,nurse,22:53,7,387,0
45,doctor,12:13,4,217,0
56,doctor,12:52,3,163,0
188,doctor,16:56,2,274,0
269,nurse,09:15,8,319,0
137,nurse,23:55,3,235,1
19,admin,13:11,4,241,0
63,nurse,22:30,10,120,0
245,nurse,06:17,7,156,0
286,doctor,19:22,4,143,0
286,nurse,19:26,2,579,0
260,doctor,13:50,4,335,0
86,doctor,09:31,6,232,0
144,nurse,16:46,8,583,0
148,doctor,09:32,2,215,0
43,admin,14:21,1,114,0
21,admin,01:51,3,235,1
119,nurse,08:15,4,419,0
60,nurse,16:55,7,125,0
247,doctor,07:33,2,384,0
94,nurse,09:18,6,235,0
197,nurse,18:37,9,163,0
114,nurse,19:28,9,458,0
77,admin,08:08,3,130,0
36,admin,16:13,2,99,0
33,nurse,10:12,4,539,0
157,nurse,08:03,17,733,1
213,nurse,14:31,4,194,0
13,nurse,11:49,9,296,0
234,nurse,01:57,7,335,1
186,nurse,14:30,4,284,0
17,doctor,12:09,5,106,0
233,nurse,18:57,10,213,0
282,nurse,11:45,9,581,0
33,doctor,14:43,2,161,0
112,doctor,16:41,5,155,0
167,admin,10:11,2,154,0
52,nurse,19:51,7,426,0
156,nurse,04:35,4,211,1
187,nurse,13:50,10,194,0
137,doctor,13:07,4,390,0
253,nurse,13:10,8,238,0
171,doctor,11:36,43,638,1
299,doctor,14:00,2,352,0
29,doctor,10:42,41,1479,1
110,admin,15:45,3,115,0
266,nurse,13:08,4,104,0
51,nurse,10:50,7,293,0
28,nurse,12:11,2,542,0
251,doctor,16:51,6,298,0
292,nurse,20:22,5,444,0
191,nurse,22:22,4,211,0
32,nurse,07:12,2,232,0
199,admin,18:05,3,101,0
84,nurse,12:55,3,101,0
86,nurse,17:42,2,137,0
262,doctor,10:03,5,160,0
241,admin,09:13,4,92,0
204,nurse,07:40,4,464,0
61,doctor,17:59,6,295,0
72,doctor,07:07,5,404,0
207,doctor,08:08,2,81,0
229,doctor,09:46,3,398,0
225,nurse,13:12,5,108,0
195,doctor,12:13,5,66,0
155,nurse,22:06,4,481,0
47,nurse,15:01,10,439,0
173,doctor,07:36,6,227,0
147,admin,14:08,1,144,0
180,nurse,18:53,3,504,0
110,nurse,17:08,9,511,0
233,doctor,01:17,2,277,1
277,admin,13:24,3,111,0
39,doctor,19:09,5,1276,1
217,admin,09:23,2,290,0
31,doctor,09:38,5,91,0
44,doctor,13:27,5,71,0
145,doctor,15:41,1,235,0
82,doctor,17:40,6,63,0
147,doctor,07:15,1,123,0
208,doctor,14:36,6,291,0
158,doctor,16:04,3,286,0
179,nurse,17:18,8,521,0
246,doctor,08:08,3,296,0
285,doctor,07:49,1,323,0
212,doctor,15:14,1,290,0
47,doctor,14:10,4,324,0
50,doctor,17:23,19,1139,1
56,doctor,18:03,41,572,1
232,doctor,01:03,4,177,1
148,doctor,12:33,3,311,0
90,doctor,08:45,2,72,0
179,doctor,15:55,5,406,0
220,doctor,16:16,4,75,0
171,doctor,10:42,2,370,0
226,doctor,11:53,4,261,0
181,doctor,16:04,5,183,0
244,nurse,06:02,2,591,0
52,doctor,11:21,6,361,0
60,doctor,03:37,4,401,1
20,nurse,06:47,6,389,0
283,doctor,08:52,6,348,0
139,nurse,06:20,5,431,0
89,admin,02:39,1,197,1
255,nurse,18:50,10,596,0
34,nurse,12:29,9,440,0
285,doctor,18:18,1,270,0
77,admin,11:31,3,70,0
128,nurse,13:53,4,480,0
264,doctor,17:37,5,208,0
229,nurse,06:04,6,174,0
72,nurse,06:13,9,116,0
277,nurse,11:06,3,300,0
15,doctor,17:51,6,381,0
280,doctor,19:05,2,249,0
293,nurse,22:38,10,543,0
76,admin,09:05,4,56,0
149,nurse,22:01,3,586,0
134,nurse,15:34,4,172,0
183,nurse,22:32,5,382,0
192,admin,15:59,1,133,0
277,doctor,03:30,3,302,1
93,nurse,12:24,3,243,0
44,nurse,04:57,9,435,1
85,nurse,19:35,10,167,0
297,nurse,21:42,2,226,0
61,doctor,11:57,1,357,0
23,doctor,14:57,5,388,0
284,doctor,15:14,3,253,0
236,doctor,16:51,6,403,0
24,nurse,19:44,6,517,0
128,nurse,14:59,8,103,0
78,doctor,08:28,1,138,0
73,nurse,11:59,7,386,0
209,nurse,14:34,10,154,0
114,doctor,11:34,4,332,0
22,nurse,19:08,6,292,0
270,nurse,20:38,3,307,0
46,doctor,11:04,2,117,0
128,nurse,17:42,4,510,0
56,nurse,13:13,9,458,0
96,doctor,00:58,3,224,1
171,nurse,06:58,10,2175,1
155,admin,15:09,3,108,0
17,nurse,12:44,6,230,0
206,doctor,08:30,6,307,0
34,nurse,22:08,6,394,0
22,nurse,06:55,8,326,0
140,nurse,08:28,6,301,0
116,nurse,16:39,4,560,0
136,doctor,15:27,5,399,0
128,nurse,18:44,10,315,0
291,doctor,11:44,1,227,0
161,doctor,19:42,1,116,0
93,doctor,07:54,6,304,0
196,admin,08:22,1,81,0
32,nurse,13:53,10,475,0
107,nurse,19:20,5,300,0
52,admin,16:37,3,212,0
249,doctor,00:01,5,395,1
70,nurse,15:33,6,181,0
193,doctor,17:55,3,345,0
211,nurse,07:20,8,224,0
160,doctor,12:27,3,310,0
15,nurse,20:50,6,483,0
260,doctor,19:38,1,277,0
190,doctor,11:51,4,255,0
95,nurse,19:21,6,117,0
178,doctor,10:59,1,64,0
83,nurse,11:07,4,167,0
232,doctor,13:56,4,415,0
69,nurse,16:39,3,289,0
144,doctor,08:05,16,2761,1
265,nurse,18:03,2,479,0
56,admin,15:37,4,291,0
66,nurse,12:55,3,178,0
184,nurse,20:59,2,566,0
210,nurse,14:54,4,416,0
57,nurse,00:13,10,218,1
246,doctor,12:14,4,237,0
273,nurse,07:29,10,269,0
189,admin,12:32,2,203,0
120,doctor,15:20,3,245,0
138,nurse,07:02,8,220,0
240,doctor,12:47,2,160,0
72,nurse,01:59,9,236,1
252,nurse,08:28,9,551,0
125,nurse,15:41,4,340,0
285,doctor,15:24,6,146,0
182,nurse,06:41,10,121,0
199,nurse,00:16,7,455,1
118,nurse,22:53,21,946,1
118,nurse,15:00,2,529,0
54,admin,16:04,4,270,0
35,nurse,19:22,4,232,0
185,doctor,11:16,4,87,0
274,nurse,17:44,3,333,0
283,nurse,09:00,7,213,0
275,nurse,20:32,10,428,0
198,doctor,19:39,5,356,0
264,doctor,19:09,6,366,0
162,doctor,14:37,6,128,0
231,nurse,10:16,8,209,0
277,doctor,13:45,13,1416,1
286,doctor,17:14,5,290,0
291,doctor,19:06,2,117,0
256,admin,08:25,2,152,0
264,admin,08:45,2,130,0
60,doctor,01:14,2,61,1
198,doctor,14:27,4,118,0
286,doctor,14:45,17,1198,1
152,doctor,02:24,1,207,1
284,doctor,11:59,3,392,0
262,doctor,19:03,4,201,0
282,doctor,17:08,2,221,0
162,doctor,17:50,1,77,0
9,doctor,14:53,4,153,0
143,doctor,12:47,5,254,0
11,doctor,07:27,18,3437,1
38,doctor,07:57,6,261,0
45,admin,09:45,2,189,0
166,doctor,08:25,5,362,0
22,doctor,15:39,1,248,0
221,nurse,19:35,5,240,0
291,nurse,18:10,8,400,0
120,nurse,19:35,8,2635,1
249,nurse,08:23,2,279,0
186,nurse,20:54,3,381,0
122,nurse,10:01,3,157,0
184,doctor,14:54,6,327,0
96,nurse,18:00,6,590,0
293,doctor,12:59,2,97,0
262,nurse,16:07,9,339,0
71,nurse,21:18,8,398,0
278,doctor,19:53,9,1848,1
207,doctor,09:27,3,150,0
245,doctor,12:32,5,98,0
136,doctor,18:46,3,196,0
284,admin,13:43,3,235,0
164,nurse,19:49,10,154,0
65,doctor,12:31,1,354,0
33,doctor,17:25,2,420,0
28,nurse,20:10,5,513,0
241,doctor,09:32,2,346,0
144,nurse,06:03,3,338,0
265,nurse,11:10,6,457,0
215,nurse,03:59,10,563,1
4,admin,15:04,1,224,0
31,admin,09:07,3,45,0
56,nurse,08:20,4,308,0
186,doctor,10:52,4,87,0
23,nurse,07:29,3,504,0
8,doctor,07:30,3,418,0
259,nurse,15:35,7,447,0
73,doctor,19:36,5,299,0
110,doctor,13:22,2,364,0
60,doctor,13:53,6,105,0
264,admin,10:30,2,204,0
37,nurse,02:21,2,168,1
207,doctor,10:43,2,95,0
185,nurse,20:16,10,481,0
78,nurse,19:33,2,297,0
223,nurse,07:47,8,319,0
129,doctor,11:59,5,317,0
91,doctor,12:51,2,255,0
153,admin,14:58,2,69,0
228,doctor,18:03,37,1137,1
41,doctor,12:25,2,165,0
5,nurse,07:34,7,551,0
253,nurse,15:46,2,431,0
120,admin,09:05,1,281,0
49,nurse,06:09,7,502,0
200,doctor,07:43,6,150,0
190,doctor,02:52,3,417,1
1,admin,09:42,2,138,0
290,doctor,12:55,1,65,0
26,doctor,08:20,1,232,0
94,doctor,12:51,6,411,0
174,nurse,07:28,6,112,0
227,admin,11:54,2,282,0
182,nurse,17:41,5,1644,1
25,nurse,06:25,6,580,0
156,nurse,06:13,3,91,0
17,doctor,10:27,1,319,0
146,nurse,08:04,10,243,0
114,nurse,16:56,4,581,0
125,nurse,17:43,7,165,0
18,doctor,07:26,4,351,0
10,admin,17:27,34,1521,1
225,doctor,14:16,1,416,0
257,nurse,14:44,4,456,0
100,nurse,15:19,7,531,0
252,doctor,13:48,22,1084,1
179,doctor,07:04,4,168,0
67,admin,14:11,3,99,0
299,nurse,07:40,4,428,0
77,admin,11:50,2,202,0
8,doctor,19:02,6,3334,1
24,nurse,17:15,2,416,0
212,nurse,22:16,5,97,0
46,doctor,13:25,4,172,0
4,nurse,15:57,7,580,0
172,admin,17:35,4,210,0
45,nurse,11:37,8,249,0
124,doctor,17:51,23,417,1
190,nurse,17:33,4,129,0
13,doctor,18:38,2,60,0
177,admin,10:14,1,137,0
87,doctor,08:41,5,398,0
269,doctor,19:07,5,353,0
188,admin,17:06,4,99,0
109,nurse,17:21,10,371,0
161,doctor,16:47,4,413,0
49,admin,14:35,1,70,0
122,nurse,21:34,5,124,0
80,nurse,22:58,9,550,0
170,doctor,11:55,1,396,0
87,doctor,18:48,4,143,0
110,doctor,16:18,5,125,0
118,nurse,10:42,4,120,0
250,doctor,11:41,2,127,0
57,admin,09:26,3,145,0
7,nurse,10:02,5,591,0
77,doctor,10:54,2,126,0
66,nurse,09:15,7,457,0
67,doctor,15:05,4,231,0
203,nurse,12:00,2,266,0
226,nurse,20:29,7,293,0
276,admin,01:49,1,56,1
46,nurse,19:43,3,330,0
21,doctor,09:37,6,331,0
15,doctor,11:15,6,337,0
199,nurse,11:09,17,815,1
8,admin,16:03,3,252,0
214,nurse,18:29,2,286,0
79,doctor,08:36,5,261,0
298,doctor,19:48,28,1015,1
221,nurse,18:12,6,399,0
291,nurse,19:22,2,244,0
233,nurse,12:08,4,287,0
61,doctor,08:18,2,190,0
71,doctor,18:21,6,344,0
78,nurse,09:43,10,525,0
21,nurse,21:38,3,468,0
123,nurse,15:58,3,426,0
135,nurse,13:12,10,263,0
145,nurse,20:11,7,431,0
116,doctor,10:16,2,77,0
41,nurse,17:54,10,345,0
137,doctor,12:55,4,259,0
138,admin,15:21,4,250,0
138,nurse,16:12,7,585,0
242,doctor,11:25,4,364,0
33,nurse,19:13,6,154,0
190,doctor,07:34,6,64,0
157,nurse,22:05,7,184,0
166,nurse,17:36,8,293,0
58,doctor,10:00,4,201,0
61,doctor,11:11,4,122,0
136,admin,18:34,2,171,0
213,nurse,09:19,7,543,0
29,doctor,14:36,4,172,0
54,nurse,06:01,10,420,0
272,nurse,17:58,4,162,0
282,admin,09:58,25,975,1
144,doctor,18:57,2,281,0
236,nurse,14:17,9,114,0
84,doctor,17:59,6,72,0
175,nurse,10:14,9,326,0
205,nurse,16:26,5,189,0
32,nurse,07:59,7,507,0
275,doctor,08:01,3,226,0
24,nurse,07:01,4,337,0
66,nurse,08:19,4,253,0
100,nurse,09:27,2,399,0
64,doctor,19:58,2,263,0
45,nurse,21:10,2,191,0
178,doctor,12:45,2,325,0
14,nurse,11:36,9,491,0
192,doctor,16:22,6,409,0
87,doctor,09:40,6,286,0
268,doctor,16:38,2,60,0
114,doctor,19:22,2,126,0
260,doctor,12:02,4,263,0
236,doctor,04:11,4,370,1
259,nurse,11:53,5,285,0
64,doctor,03:06,3,390,1
284,nurse,13:57,10,437,0
46,nurse,21:42,8,562,0
133,nurse,18:30,5,256,0
75,doctor,10:13,6,138,0
261,doctor,07:40,1,371,0
178,doctor,15:42,6,349,0
95,doctor,09:46,3,267,0
173,doctor,10:23,6,85,0
246,admin,11:04,1,73,0
252,doctor,11:06,2,63,0
287,nurse,15:49,3,424,0
37,nurse,13:49,8,179,0
147,doctor,13:14,20,3390,1
142,doctor,07:23,32,914,1
35,nurse,17:05,8,590,0
290,nurse,16:21,18,1812,1
47,doctor,16:46,4,363,0
